url,status,title,titleLen,desc,descLen,canonical,robots,ogTitle,ogImage,h1Count,h1
https://www.rentatexhibit.com/contact-us,200,Contact Exhibit On Superior | River North Chicago Apartments,60,"Contact Exhibit On Superior in Chicago&#39;s River North neighborhood — email exhibit@highlandptrs.com, call 312-450-0635, or send a message with the online for",162,https://www.rentatexhibit.com/contact-us,"index, follow, max-image-preview:large",yes,yes,1,With Exhibit On Superior
https://www.rentatexhibit.com/map-directions,200,Map &amp; Directions | Exhibit On Superior River North Chicago,62,"Get map and direction information for Exhibit On Superior at 165 W Superior St in Chicago&#39;s River North, including transit, driving, and parking options.",157,https://www.rentatexhibit.com/map-directions,"index, follow, max-image-preview:large",yes,yes,1,To Exhibit On Superior
https://www.rentatexhibit.com/residents,200,Resident Portal &amp; Resources | Exhibit On Superior Chicago,61,"Resident resource page for Exhibit On Superior in River North Chicago with online portal access, rent payments, maintenance requests, and contact information.",158,https://www.rentatexhibit.com/residents,"index, follow, max-image-preview:large",yes,yes,1,Made Simple
https://www.rentatexhibit.com/schedule-a-tour,200,Schedule a Tour | Exhibit On Superior River North Chicago,57,"Schedule a tour of Exhibit On Superior in River North Chicago — send a tour request to the leasing team, or book a specific apartment from Available Units.",155,https://www.rentatexhibit.com/schedule-a-tour,"index, follow, max-image-preview:large",yes,yes,1,Around
https://www.rentatexhibit.com/about,200,About Exhibit On Superior | River North Chicago Apartments,58,"The story of Exhibit On Superior — a 34-story, 298-residence luxury tower at 165 W Superior St in River North Chicago with a full-time on-site management team.",159,https://www.rentatexhibit.com/about,"index, follow, max-image-preview:large",yes,yes,1,Exhibit On Superior
https://www.rentatexhibit.com/reviews,200,Resident Reviews | Exhibit On Superior River North Chicago,58,"Read verified resident reviews for Exhibit On Superior in River North Chicago and see why renters love our luxury apartments, amenities, and skyline views.",155,https://www.rentatexhibit.com/reviews,"index, follow, max-image-preview:large",yes,yes,1,Reviews
https://www.rentatexhibit.com/privacy-policy,200,Privacy Policy | Exhibit On Superior,36,"Read the privacy policy for Exhibit On Superior in River North Chicago, covering how we collect, use, and protect your information.",131,https://www.rentatexhibit.com/privacy-policy,"index, follow, max-image-preview:large",yes,yes,1,Privacy Policy
https://www.rentatexhibit.com/available-units/0208,200,Apartment 0208 | 2-bedroom | Exhibit On Superior Chicago,56,"Apartment 0208 at Exhibit On Superior is a 2-bedroom, 2-bath, 1,003 sq ft apartment on floor 2, available from September 9, 2026 at $4,222 per month.",149,https://www.rentatexhibit.com/available-units/0208,"index, follow, max-image-preview:large",yes,yes,1,Apartment 0208 — floor 2
https://www.rentatexhibit.com/available-units/0610,200,Apartment 0610 | Convertible | Exhibit On Superior Chicago,58,"Apartment 0610 at Exhibit On Superior is a convertible, 1-bath, 478 sq ft apartment on floor 6, available from October 1, 2026 at $2,271 per month.",147,https://www.rentatexhibit.com/available-units/0610,"index, follow, max-image-preview:large",yes,yes,1,Apartment 0610 — floor 6
https://www.rentatexhibit.com/available-units/0807,200,Apartment 0807 | 1-bedroom | Exhibit On Superior Chicago,56,"Apartment 0807 at Exhibit On Superior is a 1-bedroom, 1-bath, 665 sq ft apartment on floor 8, available from August 1, 2026 at $2,873 per month.",144,https://www.rentatexhibit.com/available-units/0807,"index, follow, max-image-preview:large",yes,yes,1,Apartment 0807 — floor 8
https://www.rentatexhibit.com/available-units/1001,200,Apartment 1001 | 2-bedroom | Exhibit On Superior Chicago,56,"Apartment 1001 at Exhibit On Superior is a 2-bedroom, 2-bath, 899 sq ft apartment on floor 10, available from October 1, 2026 at $4,281 per month.",146,https://www.rentatexhibit.com/available-units/1001,"index, follow, max-image-preview:large",yes,yes,1,Apartment 1001 — floor 10
https://www.rentatexhibit.com/available-units/1301,200,Apartment 1301 | 2-bedroom | Exhibit On Superior Chicago,56,"Apartment 1301 at Exhibit On Superior is a 2-bedroom, 2-bath, 899 sq ft apartment on floor 13, available from September 1, 2026 at $4,142 per month.",148,https://www.rentatexhibit.com/available-units/1301,"index, follow, max-image-preview:large",yes,yes,1,Apartment 1301 — floor 13
https://www.rentatexhibit.com/available-units/1510,200,Apartment 1510 | Convertible | Exhibit On Superior Chicago,58,"Apartment 1510 at Exhibit On Superior is a convertible, 1-bath, 478 sq ft apartment on floor 15, available from September 23, 2026 at $2,350 per month.",151,https://www.rentatexhibit.com/available-units/1510,"index, follow, max-image-preview:large",yes,yes,1,Apartment 1510 — floor 15
https://www.rentatexhibit.com/available-units/1808,200,Apartment 1808 | 1-bedroom | Exhibit On Superior Chicago,56,"Apartment 1808 at Exhibit On Superior is a 1-bedroom, 1-bath, 645 sq ft apartment on floor 18, available from September 17, 2026 at $2,815 per month.",149,https://www.rentatexhibit.com/available-units/1808,"index, follow, max-image-preview:large",yes,yes,1,Apartment 1808 — floor 18
https://www.rentatexhibit.com/available-units/2102,200,Apartment 2102 | Convertible | Exhibit On Superior Chicago,58,"Apartment 2102 at Exhibit On Superior is a convertible, 1-bath, 554 sq ft apartment on floor 21, available from October 8, 2026 at $2,382 per month.",148,https://www.rentatexhibit.com/available-units/2102,"index, follow, max-image-preview:large",yes,yes,1,Apartment 2102 — floor 21
https://www.rentatexhibit.com/available-units/2407,200,Apartment 2407 | 1-bedroom | Exhibit On Superior Chicago,56,"Apartment 2407 at Exhibit On Superior is a 1-bedroom, 1-bath, 672 sq ft apartment on floor 24, available from September 3, 2026 at $2,873 per month.",148,https://www.rentatexhibit.com/available-units/2407,"index, follow, max-image-preview:large",yes,yes,1,Apartment 2407 — floor 24
https://www.rentatexhibit.com/available-units/2801,200,Apartment 2801 | 2-bedroom | Exhibit On Superior Chicago,56,"Apartment 2801 at Exhibit On Superior is a 2-bedroom, 2-bath, 899 sq ft apartment on floor 28, available from September 1, 2026 at $4,292 per month.",148,https://www.rentatexhibit.com/available-units/2801,"index, follow, max-image-preview:large",yes,yes,1,Apartment 2801 — floor 28
https://www.rentatexhibit.com/available-units/3108,200,Apartment 3108 | Convertible | Exhibit On Superior Chicago,58,"Apartment 3108 at Exhibit On Superior is a convertible, 1-bath, 478 sq ft apartment on floor 31, available from October 8, 2026 at $2,495 per month.",148,https://www.rentatexhibit.com/available-units/3108,"index, follow, max-image-preview:large",yes,yes,1,Apartment 3108 — floor 31
https://www.rentatexhibit.com/knowledge/how-much-is-rent,200,How much is rent at Exhibit On Superior?,40,"Rent at Exhibit On Superior depends on the floor plan, floor, and move-in date, so there is no single number. Live pricing for every currently available…",153,https://www.rentatexhibit.com/knowledge/how-much-is-rent,"index, follow, max-image-preview:large",yes,yes,1,How much is rent at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/what-fees-in-addition-to-rent,200,What fees does Exhibit On Superior charge in addition to rent?,62,"Beyond monthly rent, Exhibit On Superior charges a $60 application fee per applicant, a $500 non-refundable administration fee per apartment, and a monthly…",156,https://www.rentatexhibit.com/knowledge/what-fees-in-addition-to-rent,"index, follow, max-image-preview:large",yes,yes,1,What fees does Exhibit On Superior charge in addition to rent?
https://www.rentatexhibit.com/knowledge/is-there-a-security-deposit,200,Is there a security deposit at Exhibit On Superior?,51,No. Exhibit On Superior does not currently collect a security deposit. In place of a deposit there is a $500 non-refundable administration fee per…,147,https://www.rentatexhibit.com/knowledge/is-there-a-security-deposit,"index, follow, max-image-preview:large",yes,yes,1,Is there a security deposit at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/application-fee,200,How much is the application fee at Exhibit On Superior?,55,"The application fee at Exhibit On Superior is $60 per applicant. Each available residence links to its own secure online application, and the fee is shown…",155,https://www.rentatexhibit.com/knowledge/application-fee,"index, follow, max-image-preview:large",yes,yes,1,How much is the application fee at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/administration-fee,200,What is the administration fee at Exhibit On Superior?,54,"Exhibit On Superior charges a $500 non-refundable administration fee per apartment. The fee is fully refunded if your application is denied, but it is…",151,https://www.rentatexhibit.com/knowledge/administration-fee,"index, follow, max-image-preview:large",yes,yes,1,What is the administration fee at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/move-in-specials,200,Does Exhibit On Superior offer move-in specials?,48,"Exhibit On Superior is not offering move-in concessions at this time. Current pricing for every available apartment appears on the Available Units page,…",153,https://www.rentatexhibit.com/knowledge/move-in-specials,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior offer move-in specials?
https://www.rentatexhibit.com/knowledge/how-much-is-storage,200,How much does storage cost at Exhibit On Superior?,50,"On-site storage at Exhibit On Superior costs $25 per month, subject to availability. Storage is optional and billed in addition to rent, parking, and the…",154,https://www.rentatexhibit.com/knowledge/how-much-is-storage,"index, follow, max-image-preview:large",yes,yes,1,How much does storage cost at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/total-move-in-cost,200,What are the total move-in costs at Exhibit On Superior?,56,"To move in to Exhibit On Superior, budget for a $60 application fee per applicant, a $500 non-refundable administration fee per apartment, your first month…",156,https://www.rentatexhibit.com/knowledge/total-move-in-cost,"index, follow, max-image-preview:large",yes,yes,1,What are the total move-in costs at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/what-apartment-sizes,200,What apartment sizes does Exhibit On Superior offer?,52,"Exhibit On Superior offers studio, convertible, one-, two-, and three-bedroom apartments ranging from about 448 to 1,528 square feet across floors 2 through…",157,https://www.rentatexhibit.com/knowledge/what-apartment-sizes,"index, follow, max-image-preview:large",yes,yes,1,What apartment sizes does Exhibit On Superior offer?
https://www.rentatexhibit.com/knowledge/do-studios-exist,200,Does Exhibit On Superior have studio apartments?,48,"Yes. Exhibit On Superior offers studio apartments alongside convertible, one-, two-, and three-bedroom homes. Studios are among the smaller plans, near 484…",156,https://www.rentatexhibit.com/knowledge/do-studios-exist,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have studio apartments?
https://www.rentatexhibit.com/knowledge/what-is-a-convertible,200,What is a convertible apartment at Exhibit On Superior?,55,"A convertible at Exhibit On Superior is an open floor plan larger than a studio but without a separate bedroom, with space that can be arranged as a…",149,https://www.rentatexhibit.com/knowledge/what-is-a-convertible,"index, follow, max-image-preview:large",yes,yes,1,What is a convertible apartment at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/largest-apartment,200,What is the largest apartment at Exhibit On Superior?,53,"The largest apartment at Exhibit On Superior is a three-bedroom, three-bath residence of 1,528 square feet, offered on the penthouse-level floors 30 through…",157,https://www.rentatexhibit.com/knowledge/largest-apartment,"index, follow, max-image-preview:large",yes,yes,1,What is the largest apartment at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/which-units-have-balconies,200,Which apartments at Exhibit On Superior have balconies?,55,Nearly every apartment at Exhibit On Superior has a private balcony. The only homes without balconies are the 02 Convertible and 03 Convertible plans —…,152,https://www.rentatexhibit.com/knowledge/which-units-have-balconies,"index, follow, max-image-preview:large",yes,yes,1,Which apartments at Exhibit On Superior have balconies?
https://www.rentatexhibit.com/knowledge/are-apartments-furnished,200,Are apartments at Exhibit On Superior furnished?,48,"No. Apartments at Exhibit On Superior are offered unfurnished only. Each home does include an in-home washer/dryer, quartz countertops, stainless-steel…",152,https://www.rentatexhibit.com/knowledge/are-apartments-furnished,"index, follow, max-image-preview:large",yes,yes,1,Are apartments at Exhibit On Superior furnished?
https://www.rentatexhibit.com/knowledge/in-unit-laundry,200,Do apartments at Exhibit On Superior have in-unit laundry?,58,"Yes. In-home washer/dryers are a standard feature in every apartment at Exhibit On Superior. The dryer runs on natural gas, which is covered by the monthly…",156,https://www.rentatexhibit.com/knowledge/in-unit-laundry,"index, follow, max-image-preview:large",yes,yes,1,Do apartments at Exhibit On Superior have in-unit laundry?
https://www.rentatexhibit.com/knowledge/apartment-finishes,200,What finishes do apartments at Exhibit On Superior have?,56,"Apartments at Exhibit On Superior feature driftwood plank floors, quartz countertops, tiled backsplashes, stainless-steel appliances, in-home washer/dryers,…",157,https://www.rentatexhibit.com/knowledge/apartment-finishes,"index, follow, max-image-preview:large",yes,yes,1,What finishes do apartments at Exhibit On Superior have?
https://www.rentatexhibit.com/knowledge/views-and-windows,200,What views do apartments at Exhibit On Superior have?,53,"Apartments at Exhibit On Superior feature floor-to-ceiling windows with panoramic Chicago skyline views. Because the tower rises 34 stories, outlooks vary…",155,https://www.rentatexhibit.com/knowledge/views-and-windows,"index, follow, max-image-preview:large",yes,yes,1,What views do apartments at Exhibit On Superior have?
https://www.rentatexhibit.com/knowledge/ada-accessible-apartments,200,Does Exhibit On Superior have ADA-accessible apartments?,56,"Yes. Per the as-built accessibility matrix, 62 apartments at Exhibit On Superior — more than 20% of the homes — carry an ADA designation: 34 Type A…",148,https://www.rentatexhibit.com/knowledge/ada-accessible-apartments,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have ADA-accessible apartments?
https://www.rentatexhibit.com/knowledge/full-amenity-list,200,What amenities does Exhibit On Superior offer?,46,"Exhibit On Superior has a full-floor amenity deck with a 75-foot lap pool, outdoor hot tub, sauna, and a fitness center with two private training rooms,…",153,https://www.rentatexhibit.com/knowledge/full-amenity-list,"index, follow, max-image-preview:large",yes,yes,1,What amenities does Exhibit On Superior offer?
https://www.rentatexhibit.com/knowledge/is-there-a-pool,200,Does Exhibit On Superior have a pool?,37,"Yes. Exhibit On Superior has a 75-foot lap pool on the amenity floor, plus an outdoor hot tub and a sauna with a wet lounge leading to the outdoor deck. The…",157,https://www.rentatexhibit.com/knowledge/is-there-a-pool,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have a pool?
https://www.rentatexhibit.com/knowledge/amenity-hours,200,What are the amenity hours at Exhibit On Superior?,50,"Indoor amenities at Exhibit On Superior are open 24/7. Outdoor amenities close during quiet hours, 10pm to 6am. The pool and hot tub are seasonal — the pool…",157,https://www.rentatexhibit.com/knowledge/amenity-hours,"index, follow, max-image-preview:large",yes,yes,1,What are the amenity hours at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/fitness-center,200,Does Exhibit On Superior have a fitness center?,47,"Yes. The fitness center at Exhibit On Superior includes two private training rooms, cardio equipment, spin bikes, free weights, and a boxing simulator. It…",155,https://www.rentatexhibit.com/knowledge/fitness-center,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have a fitness center?
https://www.rentatexhibit.com/knowledge/work-from-home-spaces,200,Does Exhibit On Superior have work-from-home spaces?,52,"Yes. Exhibit On Superior offers private work and meeting rooms, a tech lounge with charging stations and a kitchen, a library nook, and reading and charging…",157,https://www.rentatexhibit.com/knowledge/work-from-home-spaces,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have work-from-home spaces?
https://www.rentatexhibit.com/knowledge/party-room-reservation,200,Can I reserve the party room at Exhibit On Superior?,52,Yes. The Party Room at Exhibit On Superior is reservable through the leasing and management office at $50 per hour. Residents may also bring up to 2 guests…,156,https://www.rentatexhibit.com/knowledge/party-room-reservation,"index, follow, max-image-preview:large",yes,yes,1,Can I reserve the party room at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/grills-and-fire-pits,200,Are there grills and fire pits at Exhibit On Superior?,54,"Yes. Exhibit On Superior has four grilling stations and four fire pits on the outdoor amenity deck, available year-round. Unlike the pool and hot tub, they…",156,https://www.rentatexhibit.com/knowledge/grills-and-fire-pits,"index, follow, max-image-preview:large",yes,yes,1,Are there grills and fire pits at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/private-park,200,Does Exhibit On Superior have a private park?,45,Yes. Exhibit On Superior has a private park featuring a one-of-a-kind sculpture by internationally acclaimed sculptor Pal Svensson. The full-floor amenity…,155,https://www.rentatexhibit.com/knowledge/private-park,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have a private park?
https://www.rentatexhibit.com/knowledge/on-site-retail,200,What on-site retail does Exhibit On Superior have?,50,"On-site retail at Exhibit On Superior includes CycleBar, Club Pilates, Goddess and the Baker, LaPerior Foot Spa, and Train Moment. These fitness, coffee,…",154,https://www.rentatexhibit.com/knowledge/on-site-retail,"index, follow, max-image-preview:large",yes,yes,1,What on-site retail does Exhibit On Superior have?
https://www.rentatexhibit.com/knowledge/does-exhibit-allow-dogs,200,Does Exhibit On Superior allow dogs?,36,"Yes. Exhibit On Superior allows dogs, up to a maximum of 2 pets per apartment. There is a one-time non-refundable pet fee of $650 for one dog or $750 for…",154,https://www.rentatexhibit.com/knowledge/does-exhibit-allow-dogs,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior allow dogs?
https://www.rentatexhibit.com/knowledge/does-exhibit-allow-cats,200,Does Exhibit On Superior allow cats?,36,"Yes. Exhibit On Superior allows cats, up to a maximum of 2 pets per apartment (a two-cat maximum). There is a one-time non-refundable pet fee of $325 for…",154,https://www.rentatexhibit.com/knowledge/does-exhibit-allow-cats,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior allow cats?
https://www.rentatexhibit.com/knowledge/what-are-pet-fees,200,What are the pet fees at Exhibit On Superior?,45,"Exhibit On Superior charges a one-time, non-refundable pet fee: $650 for one dog or $750 for two dogs (two-dog maximum), and $325 for cats (two-cat…",148,https://www.rentatexhibit.com/knowledge/what-are-pet-fees,"index, follow, max-image-preview:large",yes,yes,1,What are the pet fees at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/breed-and-weight-rules,200,Does Exhibit On Superior have pet breed or weight restrictions?,63,"Exhibit On Superior has no weight limits for pets. Breed restrictions do apply for dogs, but the specific restricted-breed list is confirmed by the leasing…",156,https://www.rentatexhibit.com/knowledge/breed-and-weight-rules,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have pet breed or weight restrictions?
https://www.rentatexhibit.com/knowledge/pet-amenities,200,What pet amenities does Exhibit On Superior have?,49,Exhibit On Superior has a doggie spa and lounge inside the building and a gated outdoor dog walk. These let residents wash and exercise their dogs on-site.…,156,https://www.rentatexhibit.com/knowledge/pet-amenities,"index, follow, max-image-preview:large",yes,yes,1,What pet amenities does Exhibit On Superior have?
https://www.rentatexhibit.com/knowledge/how-many-pets,200,How many pets can I have at Exhibit On Superior?,48,"Exhibit On Superior allows a maximum of 2 pets per apartment, whether cats, dogs, or a combination. All pets must be registered with management, and dog…",153,https://www.rentatexhibit.com/knowledge/how-many-pets,"index, follow, max-image-preview:large",yes,yes,1,How many pets can I have at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/how-much-does-parking-cost,200,How much does parking cost at Exhibit On Superior?,50,"Garage parking at Exhibit On Superior costs $335 per month for an unreserved space in the attached indoor multi-level garage, subject to availability. There…",157,https://www.rentatexhibit.com/knowledge/how-much-does-parking-cost,"index, follow, max-image-preview:large",yes,yes,1,How much does parking cost at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/is-there-ev-charging,200,Does Exhibit On Superior have EV charging?,42,"Yes. The attached indoor garage at Exhibit On Superior has three level-2 EV charging stations on the second garage level, each with two reserved EV parking…",156,https://www.rentatexhibit.com/knowledge/is-there-ev-charging,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have EV charging?
https://www.rentatexhibit.com/knowledge/is-there-guest-parking,200,Does Exhibit On Superior have guest parking?,44,"The garage does not offer dedicated guest parking. Metered street parking is available on both sides of W Superior St directly in front of the building,…",153,https://www.rentatexhibit.com/knowledge/is-there-guest-parking,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have guest parking?
https://www.rentatexhibit.com/knowledge/is-there-bike-storage,200,Does Exhibit On Superior have bike storage?,43,"Yes. Exhibit On Superior has complimentary bike storage on the ground floor, at no additional charge. It is a convenient option for residents who ride in…",154,https://www.rentatexhibit.com/knowledge/is-there-bike-storage,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior have bike storage?
https://www.rentatexhibit.com/knowledge/cta-proximity,200,How close is Exhibit On Superior to the CTA?,44,Exhibit On Superior is about two blocks from the CTA Chicago station on the Brown and Purple Lines (Chicago &amp; Franklin) and roughly 0.3 miles from the…,155,https://www.rentatexhibit.com/knowledge/cta-proximity,"index, follow, max-image-preview:large",yes,yes,1,How close is Exhibit On Superior to the CTA?
https://www.rentatexhibit.com/knowledge/car-free-living,200,Can you live at Exhibit On Superior without a car?,50,"Yes. Exhibit On Superior sits in River North with two CTA rail stations, several bus routes, and groceries like Whole Foods, Trader Joe’s, and Jewel-Osco…",154,https://www.rentatexhibit.com/knowledge/car-free-living,"index, follow, max-image-preview:large",yes,yes,1,Can you live at Exhibit On Superior without a car?
https://www.rentatexhibit.com/knowledge/highway-access,200,How do drivers reach the highways from Exhibit On Superior?,59,"From Exhibit On Superior, the Ohio Street feeder to the Kennedy Expressway (I-90/94) is about a mile southwest, and Lake Shore Drive (US-41) is reachable to…",157,https://www.rentatexhibit.com/knowledge/highway-access,"index, follow, max-image-preview:large",yes,yes,1,How do drivers reach the highways from Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/walk-to-the-loop,200,Is Exhibit On Superior walkable to the Loop?,44,"Yes. The Loop is roughly a mile south of Exhibit On Superior — about a 20-minute walk, or one short ride on the Brown Line from the Chicago station toward…",155,https://www.rentatexhibit.com/knowledge/walk-to-the-loop,"index, follow, max-image-preview:large",yes,yes,1,Is Exhibit On Superior walkable to the Loop?
https://www.rentatexhibit.com/knowledge/how-do-i-apply,200,How do I apply for an apartment at Exhibit On Superior?,55,"To apply for an apartment at Exhibit On Superior, open any available residence on the Available Units page and use its Apply Now button. Each unit links to…",156,https://www.rentatexhibit.com/knowledge/how-do-i-apply,"index, follow, max-image-preview:large",yes,yes,1,How do I apply for an apartment at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/credit-score-required,200,What credit score do you need to rent at Exhibit On Superior?,61,"Exhibit On Superior requires a minimum credit score of 700 to qualify without a co-signer, or 600+ with a qualified co-signer. Qualified co-signers are…",152,https://www.rentatexhibit.com/knowledge/credit-score-required,"index, follow, max-image-preview:large",yes,yes,1,What credit score do you need to rent at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/co-signers-accepted,200,Does Exhibit On Superior accept co-signers?,43,"Yes. Exhibit On Superior accepts qualified co-signers. An applicant with a credit score of 600 or above can qualify with a qualified co-signer, versus a 700…",157,https://www.rentatexhibit.com/knowledge/co-signers-accepted,"index, follow, max-image-preview:large",yes,yes,1,Does Exhibit On Superior accept co-signers?
https://www.rentatexhibit.com/knowledge/approval-time,200,How long does apartment approval take at Exhibit On Superior?,61,Application approval at Exhibit On Superior typically takes one to three business days. Applications are submitted through each unit’s secure online form in…,157,https://www.rentatexhibit.com/knowledge/approval-time,"index, follow, max-image-preview:large",yes,yes,1,How long does apartment approval take at Exhibit On Superior?
https://www.rentatexhibit.com/knowledge/lease-terms,200,What lease terms does Exhibit On Superior offer?,48,Exhibit On Superior offers lease terms of 12 months or longer. Short-term leases are available based on availability. Because short-term terms and any…,151,https://www.rentatexhibit.com/knowledge/lease-terms,"index, follow, max-image-preview:large",yes,yes,1,What lease terms does Exhibit On Superior offer?
